ID,risk_flag,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS
13612,1,6420146,57,19,single,rented,yes,Statistician,Ghaziabad,Uttar Pradesh,9,13
13613,1,8344782,77,16,single,rented,no,Scientist,Rohtak,Haryana,12,10
13614,0,9516616,51,0,single,rented,no,Designer,Durgapur,West Bengal,0,12
13615,0,9454655,35,7,single,rented,no,Magistrate,Srikakulam,Andhra Pradesh,7,14
13616,0,6881168,36,2,single,rented,no,Computer operator,Dibrugarh,Assam,2,12
13617,0,938587,44,7,single,rented,no,Economist,Jamshedpur,Jharkhand,7,10
13618,0,8675283,65,20,single,rented,no,Petroleum Engineer,Howrah,West Bengal,13,13
13619,0,4839082,74,17,single,rented,yes,Engineer,Tiruchirappalli[10],Tamil Nadu,9,14
13620,0,6735646,57,8,single,rented,no,Computer operator,Nellore[14][15],Andhra Pradesh,8,14
13621,0,1579873,35,17,single,rented,no,Technician,Buxar[37],Bihar,12,11
13622,0,1025043,75,5,single,rented,no,Drafter,Tenali,Andhra Pradesh,5,10
13623,0,4939664,61,14,married,rented,yes,Financial Analyst,Danapur,Bihar,4,12
13624,1,2915711,53,7,married,rented,no,Technical writer,Amroha,Uttar Pradesh,7,14
13625,0,2361934,78,0,married,rented,yes,Air traffic controller,Ozhukarai,Puducherry,0,12
13626,0,6927783,30,3,single,rented,no,Firefighter,Mysore[7][8][9],Karnataka,3,12
13627,0,3168211,44,5,single,rented,no,Chemical engineer,Phusro,Jharkhand,5,14
13628,1,8716053,51,11,married,rented,yes,Psychologist,Tadepalligudem,Andhra Pradesh,4,10
13629,0,2704612,32,15,single,owned,no,Geologist,Gandhidham,Gujarat,3,12
13630,0,9803840,54,18,single,rented,no,Artist,Salem,Tamil Nadu,5,10
13631,0,313244,59,10,single,rented,no,Civil servant,Maheshtala,West Bengal,10,14
13632,0,8223223,23,2,single,rented,no,Air traffic controller,Mango,Jharkhand,2,10
13633,1,3393343,39,2,single,rented,yes,Drafter,Buxar[37],Bihar,2,13
13634,0,2681565,46,11,single,rented,no,Firefighter,Akola,Maharashtra,11,14
13635,0,6861266,58,3,single,rented,yes,Economist,Satara,Maharashtra,3,13
13636,0,7240165,21,9,single,rented,no,Designer,Khammam,Telangana,7,11
13637,0,447434,23,11,single,rented,no,Microbiologist,Cuttack,Odisha,11,12
13638,0,4260004,27,5,single,norent_noown,no,Police officer,Sagar,Madhya Pradesh,5,13
13639,0,7319293,40,6,single,rented,no,Designer,Phagwara,Punjab,4,14
13640,0,7932170,66,4,single,rented,no,Civil servant,Navi Mumbai,Maharashtra,4,12
13641,1,4520360,39,17,single,rented,yes,Comedian,Dindigul,Tamil Nadu,3,12
13642,1,6799134,22,11,single,rented,no,Librarian,Berhampur,Odisha,7,10
13643,0,4103178,70,11,single,rented,no,Economist,Deoghar,Jharkhand,11,12
13644,0,8927753,25,17,single,rented,yes,Comedian,Raipur,Chhattisgarh,13,13
13645,0,5462646,42,18,married,rented,no,Politician,Sambhal,Uttar Pradesh,11,11
13646,0,850446,38,5,single,rented,yes,Drafter,Nandyal,Andhra Pradesh,5,14
13647,1,8863428,74,5,single,rented,no,Chemical engineer,Jorhat,Assam,5,14
13648,0,8215415,42,20,single,rented,yes,Technician,Sambalpur,Odisha,3,12
13649,0,7947428,33,17,single,rented,no,Chemical engineer,Navi Mumbai,Maharashtra,7,13
13650,0,7713626,47,0,single,norent_noown,yes,Designer,Sikar,Rajasthan,0,12
13651,0,9623497,42,7,single,rented,yes,Economist,Ballia,Uttar Pradesh,7,10
13652,0,7633289,54,16,married,owned,yes,Dentist,Tinsukia,Assam,9,13
13653,0,8953239,65,13,single,rented,no,Computer operator,Ahmednagar,Maharashtra,3,10
13654,1,2005160,43,5,married,rented,no,Software Developer,Thanjavur,Tamil Nadu,5,10
13655,0,5023725,67,9,married,rented,no,Army officer,Hyderabad,Telangana,9,11
13656,0,9867211,56,2,single,rented,no,Chartered Accountant,Munger,Bihar,2,14
13657,0,8521702,40,15,single,rented,yes,Software Developer,Dharmavaram,Andhra Pradesh,10,10
13658,0,4651030,64,13,single,rented,yes,Computer operator,Orai,Uttar Pradesh,4,10
13659,0,259809,34,0,single,rented,no,Biomedical Engineer,Rohtak,Haryana,0,13
13660,1,3147053,37,15,single,rented,no,Microbiologist,Karaikudi,Tamil Nadu,4,14
13661,0,7301638,75,17,single,rented,no,Technology specialist,Bhatpara,West Bengal,14,11
13662,1,90178,76,9,single,rented,no,Geologist,Mathura,Uttar Pradesh,9,11
13663,0,7461869,51,10,single,rented,yes,Industrial Engineer,Jamnagar,Gujarat,10,10
13664,0,9635286,73,15,single,rented,yes,Psychologist,Anand,Gujarat,8,11
13665,1,3679290,25,9,single,rented,no,Psychologist,Pune,Maharashtra,6,11
13666,1,2654205,28,11,single,rented,yes,Librarian,Jamnagar,Gujarat,9,14
13667,0,335570,73,13,single,rented,yes,Police officer,Hajipur[31],Bihar,3,12
13668,0,6683083,69,1,married,rented,no,Psychologist,Purnia[26],Bihar,1,12
13669,1,76353,45,6,single,rented,yes,Civil engineer,Kalyan-Dombivli,Maharashtra,6,13
13670,0,7089126,76,14,single,rented,no,Engineer,Panchkula,Haryana,5,12
13671,0,8769550,23,13,single,rented,no,Computer hardware engineer,Ghaziabad,Uttar Pradesh,9,10
13672,0,21831,26,14,single,rented,yes,Comedian,Dindigul,Tamil Nadu,5,10
13673,1,265272,75,20,single,rented,no,Mechanical engineer,Delhi_city,Delhi,6,14
13674,0,5335142,79,4,single,rented,yes,Consultant,Malegaon,Maharashtra,4,13
13675,0,7956376,36,1,single,rented,no,Computer hardware engineer,Kulti,West Bengal,1,11
13676,0,729090,59,17,single,rented,no,Psychologist,Jodhpur,Rajasthan,3,12
13677,0,8321716,58,10,single,rented,no,Mechanical engineer,Jammu[16],Jammu and Kashmir,4,13
13678,0,5489333,45,14,single,rented,no,Drafter,Akola,Maharashtra,12,14
13679,0,3181072,57,12,single,rented,yes,Analyst,Howrah,West Bengal,10,12
13680,0,722602,60,19,single,rented,no,Surveyor,Srikakulam,Andhra Pradesh,9,14
13681,0,2119370,43,2,single,rented,no,Flight attendant,Raipur,Chhattisgarh,2,14
13682,0,4539480,46,3,single,rented,yes,Fashion Designer,Eluru[25],Andhra Pradesh,3,11
13683,0,1192674,43,13,single,rented,no,Biomedical Engineer,Howrah,West Bengal,8,14
13684,0,8695578,50,16,single,rented,no,Magistrate,Sultan Pur Majra,Delhi,7,11
13685,0,2936137,25,13,single,rented,no,Physician,Guna,Madhya Pradesh,13,11
13686,0,8758130,34,20,married,rented,no,Surgeon,Bhalswa Jahangir Pur,Delhi,9,10
13687,0,1077388,45,20,single,rented,yes,Lawyer,Gandhinagar,Gujarat,12,11
13688,0,2681632,71,13,single,rented,yes,Police officer,Raurkela Industrial Township,Odisha,4,12
13689,0,6676664,32,4,single,rented,no,Aviator,Siliguri,West Bengal,3,10
13690,0,7177475,54,9,single,rented,yes,Artist,Kavali,Andhra Pradesh,7,12
13691,0,8413255,55,15,single,rented,yes,Chef,Bidar,Karnataka,13,12
13692,0,5419964,40,4,single,owned,yes,Computer operator,Thoothukudi,Tamil Nadu,4,13
13693,0,1090926,61,6,single,rented,yes,Aviator,Raurkela Industrial Township,Odisha,4,14
13694,1,7296341,60,13,single,rented,no,Graphic Designer,Kirari Suleman Nagar,Delhi,4,13
13695,0,8124550,31,20,single,rented,yes,Official,Howrah,West Bengal,12,11
13696,0,5921974,25,3,married,rented,no,Web designer,Morbi,Gujarat,3,11
13697,0,1026262,79,12,married,owned,yes,Physician,Giridih,Jharkhand,12,10
13698,0,1456270,43,10,single,rented,no,Fashion Designer,Mira-Bhayandar,Maharashtra,10,10
13699,0,2124447,65,1,single,rented,no,Flight attendant,Kharagpur,West Bengal,1,10
13700,0,9861298,59,16,single,rented,no,Technical writer,North Dumdum,West Bengal,9,11
13701,0,2162888,22,2,single,rented,no,Industrial Engineer,Naihati,West Bengal,2,10
13702,0,4386483,37,0,single,rented,no,Secretary,New Delhi,Delhi,0,11
13703,0,9222965,77,3,single,rented,no,Secretary,Bidar,Karnataka,3,10
13704,0,9369769,37,6,single,rented,yes,Geologist,Jabalpur,Madhya Pradesh,6,10
13705,0,1481287,33,19,single,rented,yes,Fashion Designer,Nanded,Maharashtra,8,11
13706,0,2890690,24,19,single,rented,yes,Civil servant,Pudukkottai,Tamil Nadu,13,13
13707,0,4664922,24,12,single,rented,no,Biomedical Engineer,Shahjahanpur,Uttar Pradesh,12,14
13708,0,7596972,23,4,single,norent_noown,yes,Analyst,Nizamabad,Telangana,4,12
13709,0,2607355,56,7,single,rented,no,Air traffic controller,Jorhat,Assam,7,14
13710,0,3251968,76,17,single,rented,no,Geologist,Malda,West Bengal,9,11
13711,0,7428533,59,1,single,rented,no,Firefighter,Agartala,Tripura,1,12
13712,1,9891839,33,16,single,rented,yes,Economist,Bihar Sharif,Bihar,11,10
13713,1,3689673,43,11,single,rented,no,Librarian,Gurgaon,Haryana,11,13
13714,0,5808564,65,16,married,norent_noown,no,Fashion Designer,Ajmer,Rajasthan,14,10
13715,0,210054,79,14,single,rented,no,Secretary,Kottayam,Kerala,10,14
13716,0,6881168,36,2,single,rented,no,Computer operator,Dibrugarh,Assam,2,12
13717,0,4408094,30,8,single,rented,yes,Petroleum Engineer,Saharsa[29],Bihar,4,10
13718,1,801797,45,16,single,rented,no,Firefighter,Nangloi Jat,Delhi,10,14
13719,0,9710579,28,2,single,owned,no,Statistician,Chandrapur,Maharashtra,2,14
13720,0,5094060,50,9,single,rented,yes,Chef,Farrukhabad,Uttar Pradesh,9,12
13721,0,8746011,61,13,single,rented,yes,Artist,Bharatpur,Rajasthan,11,10
13722,0,8681228,48,14,married,rented,no,Technical writer,Jodhpur,Rajasthan,9,14
13723,0,4262611,57,0,single,rented,no,Aviator,Gopalpur,West Bengal,0,10
13724,0,1874022,44,15,single,rented,no,Mechanical engineer,Thanjavur,Tamil Nadu,7,14
13725,0,9934332,76,7,single,rented,no,Engineer,North Dumdum,West Bengal,7,14
13726,0,3218946,25,0,single,rented,no,Software Developer,Vijayanagaram,Andhra Pradesh,0,11
13727,1,8201240,37,1,single,rented,no,Librarian,Guntur[13],Andhra Pradesh,1,13
13728,0,6270306,67,13,single,rented,yes,Financial Analyst,Ambattur,Tamil Nadu,13,13
13729,0,323116,45,15,single,rented,no,Geologist,Dindigul,Tamil Nadu,3,12
13730,0,6338889,35,6,single,rented,no,Librarian,Danapur,Bihar,6,14
13731,0,8273281,39,1,single,rented,no,Statistician,Durgapur,West Bengal,1,12
13732,0,2398354,33,15,single,rented,no,Surgeon,Vasai-Virar,Maharashtra,5,12
13733,0,5769906,48,5,married,rented,no,Firefighter,Kadapa[23],Andhra Pradesh,4,11
13734,0,3464807,60,7,single,rented,yes,Software Developer,Madhyamgram,West Bengal,7,10
13735,0,3459394,53,8,single,rented,yes,Fashion Designer,Hospet,Karnataka,5,12
13736,1,902071,63,4,single,rented,no,Economist,Jorhat,Assam,4,12
13737,0,3714943,36,12,single,rented,no,Aviator,Madurai,Tamil Nadu,8,12
13738,0,2087379,33,17,married,rented,yes,Computer hardware engineer,Bokaro,Jharkhand,4,10
13739,0,8896315,27,5,single,rented,no,Aviator,Amravati,Maharashtra,5,12
13740,0,7669016,26,20,single,rented,no,Magistrate,Patiala,Punjab,3,11
13741,0,6106749,43,9,single,rented,no,Physician,Pallavaram,Tamil Nadu,9,13
13742,0,3055730,32,10,single,rented,no,Biomedical Engineer,Durgapur,West Bengal,10,14
13743,0,9188759,55,2,single,rented,no,Financial Analyst,Nangloi Jat,Delhi,2,11
13744,0,2544949,39,15,single,rented,no,Computer hardware engineer,Amravati,Maharashtra,10,13
13745,1,2854714,46,20,single,rented,no,Statistician,Bhagalpur,Bihar,7,10
13746,0,3842749,49,4,single,rented,yes,Hotel Manager,Gangtok,Sikkim,4,12
13747,0,6488496,46,2,single,rented,no,Industrial Engineer,Ongole,Andhra Pradesh,2,10
13748,0,2975236,55,13,single,rented,yes,Statistician,Jamalpur[36],Bihar,12,10
13749,0,2547728,33,7,single,rented,yes,Surveyor,Sambalpur,Odisha,7,13
13750,0,8739032,55,3,married,rented,no,Politician,Aurangabad[39],Bihar,3,14
13751,1,1612818,79,10,single,rented,no,Lawyer,Sonipat,Haryana,10,11
13752,0,5423896,34,12,single,rented,no,Librarian,Uluberia,West Bengal,5,12
13753,0,8774556,63,2,single,rented,no,Flight attendant,Howrah,West Bengal,2,12
13754,0,6126820,49,15,single,rented,yes,Statistician,Chennai,Tamil Nadu,3,12
13755,0,4846957,75,2,single,rented,yes,Psychologist,Noida,Uttar Pradesh,2,10
13756,0,9913743,23,9,married,rented,no,Design Engineer,Shimoga,Karnataka,9,14
13757,0,5400619,71,1,single,rented,no,Software Developer,Allahabad,Uttar Pradesh[5],1,12
13758,1,3842792,74,14,single,rented,no,Civil engineer,Coimbatore,Tamil Nadu,9,12
13759,0,1729641,38,12,single,rented,no,Hotel Manager,Bhavnagar,Gujarat,12,12
13760,0,570716,61,16,single,rented,no,Psychologist,Meerut,Uttar Pradesh,5,12
13761,0,3640062,37,10,single,rented,no,Design Engineer,Miryalaguda,Telangana,10,13
13762,0,9789090,42,14,single,owned,no,Financial Analyst,Pudukkottai,Tamil Nadu,6,14
13763,0,3203489,36,3,single,rented,yes,Computer hardware engineer,Salem,Tamil Nadu,3,10
13764,0,4950428,49,18,single,rented,no,Fashion Designer,Suryapet,Telangana,13,11
13765,0,1240330,29,18,married,rented,yes,Consultant,Gopalpur,West Bengal,12,14
13766,0,8143512,31,7,single,rented,no,Financial Analyst,Thoothukudi,Tamil Nadu,6,14
13767,1,3632655,76,18,single,rented,no,Geologist,Ulhasnagar,Maharashtra,12,10
13768,0,8488598,65,16,single,rented,no,Financial Analyst,Madurai,Tamil Nadu,12,13
13769,0,5687940,77,6,single,rented,yes,Chartered Accountant,Bettiah[33],Bihar,5,12
13770,0,7333742,51,9,single,rented,no,Design Engineer,Maheshtala,West Bengal,4,13
13771,0,9513619,76,2,single,rented,no,Financial Analyst,Haldia,West Bengal,2,14
13772,0,2250273,42,16,single,rented,yes,Web designer,Coimbatore,Tamil Nadu,8,11
13773,0,1549623,53,16,single,rented,no,Technician,Bhimavaram,Andhra Pradesh,14,14
13774,0,9071050,30,8,single,rented,no,Magistrate,Patiala,Punjab,3,12
13775,1,7887547,32,10,single,rented,yes,Comedian,Dibrugarh,Assam,10,12
13776,0,1816526,30,13,single,rented,yes,Civil engineer,Jorhat,Assam,12,11
13777,0,9624787,78,12,single,rented,no,Mechanical engineer,Munger,Bihar,10,11
13778,0,268562,51,19,single,rented,no,Official,Pondicherry,Puducherry,6,14
13779,0,7645788,71,17,single,rented,yes,Civil engineer,Pudukkottai,Tamil Nadu,13,14
13780,0,9305632,41,3,single,rented,no,Fashion Designer,Kharagpur,West Bengal,3,11
13781,1,3846207,33,0,single,rented,yes,Psychologist,Satara,Maharashtra,0,12
13782,1,4485310,49,7,married,rented,no,Magistrate,Siliguri,West Bengal,7,14
13783,0,4069436,67,6,single,rented,yes,Design Engineer,Ballia,Uttar Pradesh,5,13
13784,0,4830100,37,11,married,rented,yes,Drafter,Udupi,Karnataka,11,12
13785,0,5794794,61,19,single,rented,no,Drafter,Patiala,Punjab,13,11
13786,0,1406482,34,7,single,rented,no,Consultant,Madhyamgram,West Bengal,7,11
13787,0,6543199,70,19,single,rented,no,Official,Mahbubnagar,Telangana,9,11
13788,0,7848654,55,9,single,rented,no,Software Developer,Patna,Bihar,9,13
13789,0,6622918,67,8,single,rented,no,Computer operator,Udaipur,Rajasthan,8,12
13790,0,2197151,27,3,single,rented,no,Web designer,Jehanabad[38],Bihar,3,11
13791,0,3391399,72,0,single,rented,no,Flight attendant,Guntakal,Andhra Pradesh,0,11
13792,0,8076327,22,12,single,rented,no,Scientist,Adoni,Andhra Pradesh,7,11
13793,1,3207222,28,3,single,rented,yes,Dentist,Belgaum,Karnataka,3,10
13794,1,1400828,69,9,single,rented,no,Politician,Sangli-Miraj & Kupwad,Maharashtra,9,10
13795,0,6533070,43,16,single,rented,yes,Fashion Designer,Nadiad,Gujarat,6,13
13796,1,779608,25,13,single,rented,yes,Industrial Engineer,Nadiad,Gujarat,6,13
13797,0,5013716,29,17,single,rented,no,Fashion Designer,Mango,Jharkhand,10,11
13798,0,2807530,21,6,single,rented,no,Dentist,Raurkela Industrial Township,Odisha,6,14
13799,0,5935317,78,15,single,rented,no,Architect,Sri Ganganagar,Rajasthan,11,12
13800,0,646638,73,4,single,rented,yes,Firefighter,Ramgarh,Jharkhand,4,11
13801,0,1208514,72,6,single,rented,no,Analyst,Deoghar,Jharkhand,6,10
13802,0,9292764,47,0,single,owned,no,Surgeon,Jhansi,Uttar Pradesh,0,12
13803,0,1351218,57,0,single,rented,yes,Politician,Pimpri-Chinchwad,Maharashtra,0,12
13804,0,16890,21,8,married,rented,no,Economist,Farrukhabad,Uttar Pradesh,7,13
13805,0,3553720,49,4,single,rented,no,Architect,Kottayam,Kerala,4,13
13806,1,7474639,44,12,single,rented,yes,Chef,Tadipatri,Andhra Pradesh,3,13
13807,0,2623596,54,6,single,rented,yes,Technology specialist,Muzaffarpur,Bihar,6,13
13808,0,4908917,41,4,single,rented,yes,Chartered Accountant,Chittoor[28],Andhra Pradesh,4,13
13809,0,5647261,64,10,single,rented,no,Psychologist,Bhusawal,Maharashtra,10,10
13810,0,911628,76,0,single,rented,no,Comedian,Kavali,Andhra Pradesh,0,14
13811,0,6837002,74,15,single,rented,yes,Physician,Tiruvottiyur,Tamil Nadu,14,10
13812,0,3963382,43,19,single,rented,no,Drafter,Visakhapatnam[4],Andhra Pradesh,14,14
13813,1,4143099,21,3,single,rented,no,Technology specialist,Visakhapatnam[4],Andhra Pradesh,3,11
13814,0,2718385,32,17,single,rented,no,Official,Suryapet,Telangana,9,10
13815,0,7910818,25,14,single,owned,no,Graphic Designer,Medininagar,Jharkhand,10,10
13816,0,1147986,23,19,single,rented,yes,Mechanical engineer,Pimpri-Chinchwad,Maharashtra,3,14
13817,0,9310823,78,4,married,rented,no,Technical writer,Ongole,Andhra Pradesh,3,12
13818,0,8695578,50,16,single,rented,no,Magistrate,Sultan Pur Majra,Delhi,7,11
13819,0,7263650,59,14,single,rented,no,Chef,Chandrapur,Maharashtra,14,12
13820,0,436194,31,4,single,rented,no,Fashion Designer,Jaunpur,Uttar Pradesh,4,10
13821,0,865416,64,17,single,rented,no,Fashion Designer,Rampur,Uttar Pradesh,10,12
13822,0,5465985,35,9,single,rented,no,Official,Suryapet,Telangana,9,10
13823,0,5278110,45,10,single,rented,yes,Computer operator,Siliguri,West Bengal,8,10
13824,0,368919,58,1,single,rented,no,Surgeon,Chinsurah,West Bengal,1,14
13825,0,4147754,21,18,single,rented,no,Police officer,Kolkata,West Bengal,8,12
13826,0,1406855,42,4,single,rented,no,Artist,Guwahati,Assam,4,12
13827,0,5964534,21,2,married,rented,no,Fashion Designer,Jalandhar,Punjab,2,11
13828,0,9475063,39,9,single,rented,no,Graphic Designer,Malegaon,Maharashtra,4,14
13829,0,4902965,32,7,married,rented,no,Comedian,Nagercoil,Tamil Nadu,7,11
13830,0,7596972,23,4,single,norent_noown,yes,Analyst,Nizamabad,Telangana,4,12
13831,0,9390849,25,10,married,rented,yes,Graphic Designer,"Khora, Ghaziabad",Uttar Pradesh,10,13
13832,0,1960045,62,5,single,rented,no,Statistician,Pudukkottai,Tamil Nadu,5,13
13833,0,4956449,21,9,single,rented,no,Industrial Engineer,Bhilwara,Rajasthan,9,12
13834,1,6468679,60,3,single,rented,yes,Politician,Bareilly,Uttar Pradesh,3,13
13835,1,2811475,60,5,single,rented,yes,Engineer,Etawah,Uttar Pradesh,5,13
13836,0,5158722,69,3,single,rented,no,Drafter,Madanapalle,Andhra Pradesh,3,14
13837,0,9837427,47,10,single,rented,yes,Financial Analyst,Uluberia,West Bengal,10,13
13838,0,8888670,23,5,single,rented,no,Physician,Jamnagar,Gujarat,5,12
13839,0,8593786,72,11,single,rented,yes,Petroleum Engineer,Hindupur,Andhra Pradesh,10,12
13840,0,7976717,22,14,single,rented,no,Police officer,Hindupur,Andhra Pradesh,3,14
13841,0,2637176,68,4,single,rented,no,Geologist,Nizamabad,Telangana,4,12
13842,0,7544177,64,17,single,rented,no,Chemical engineer,Pudukkottai,Tamil Nadu,4,13
13843,0,3101312,27,13,single,rented,no,Graphic Designer,Siwan[32],Bihar,3,14
13844,0,4407262,64,8,single,rented,yes,Drafter,Kakinada,Andhra Pradesh,6,11
13845,0,4194914,69,5,single,rented,yes,Air traffic controller,Kadapa[23],Andhra Pradesh,5,10
13846,1,3512152,35,3,single,norent_noown,yes,Surgeon,Nagercoil,Tamil Nadu,3,13
13847,0,5812529,46,2,single,rented,yes,Software Developer,Tiruchirappalli[10],Tamil Nadu,2,11
13848,1,7303669,53,17,married,rented,yes,Architect,Panihati,West Bengal,9,12
13849,0,4243789,25,5,single,rented,no,Secretary,Khammam,Telangana,3,13
13850,1,8105757,41,5,single,rented,no,Surgeon,Bardhaman,West Bengal,4,11
13851,1,9186273,50,20,single,rented,no,Microbiologist,Madanapalle,Andhra Pradesh,10,14
13852,0,8171432,69,8,single,owned,yes,Engineer,Aligarh,Uttar Pradesh,6,10
13853,0,1055171,31,3,married,rented,yes,Graphic Designer,Danapur,Bihar,3,11
13854,0,1652794,67,0,single,rented,no,Analyst,Proddatur,Andhra Pradesh,0,13
13855,0,8639811,68,18,single,rented,no,Hotel Manager,Rajkot,Gujarat,7,10
13856,0,651925,79,5,single,rented,no,Politician,Ballia,Uttar Pradesh,4,12
13857,0,7165028,50,17,single,rented,no,Chemical engineer,Kirari Suleman Nagar,Delhi,14,13
13858,0,5455001,47,5,single,rented,no,Technology specialist,Navi Mumbai,Maharashtra,5,12
13859,0,8854489,36,18,single,rented,no,Design Engineer,Panvel,Maharashtra,13,14
13860,0,4347543,73,5,single,rented,no,Dentist,Chapra,Bihar,5,12
13861,0,6561990,78,13,single,rented,no,Geologist,Gorakhpur,Uttar Pradesh,3,12
13862,0,4125869,47,19,single,rented,no,Flight attendant,New Delhi,Delhi,13,12
13863,0,5574828,74,0,single,rented,no,Engineer,Thrissur,Kerala,0,10
13864,0,4016035,35,19,single,rented,no,Police officer,Patiala,Punjab,3,11
13865,1,1337374,52,20,single,rented,yes,Army officer,Morena,Madhya Pradesh,9,12
13866,0,2758097,31,19,single,rented,no,Graphic Designer,Jalgaon,Maharashtra,3,13
13867,0,9021260,30,17,single,rented,no,Analyst,Sasaram[30],Bihar,12,13
13868,0,4853948,39,10,single,rented,no,Magistrate,Tirupati[21][22],Andhra Pradesh,10,10
13869,0,1578572,26,8,single,owned,no,Drafter,Farrukhabad,Uttar Pradesh,4,11
13870,0,1085710,72,12,single,rented,no,Librarian,Kollam,Kerala,9,10
13871,0,5394516,76,0,single,rented,no,Secretary,Varanasi,Uttar Pradesh,0,13
13872,0,8671871,28,1,single,rented,no,Computer hardware engineer,Phusro,Jharkhand,1,11
13873,0,5022817,58,6,single,rented,yes,Technology specialist,"Khora, Ghaziabad",Uttar Pradesh,6,13
13874,0,3835379,71,8,married,rented,no,Chef,Ahmednagar,Maharashtra,8,12
13875,0,4763378,70,6,single,rented,yes,Psychologist,Ambattur,Tamil Nadu,6,14
13876,0,7741893,32,9,single,owned,yes,Computer hardware engineer,Jodhpur,Rajasthan,9,12
13877,0,3611839,55,20,single,rented,no,Civil servant,Aurangabad[39],Bihar,10,12
13878,1,1692995,46,8,single,rented,no,Software Developer,Aurangabad[39],Bihar,8,14
13879,0,2831745,51,16,single,owned,no,Technical writer,Vijayawada,Andhra Pradesh,8,13
13880,0,4763378,70,6,single,rented,yes,Psychologist,Ambattur,Tamil Nadu,6,14
13881,0,9075012,26,18,single,norent_noown,no,Secretary,Satna,Madhya Pradesh,14,10
13882,0,7278305,24,2,single,rented,yes,Financial Analyst,Nagaon,Assam,2,10
13883,0,4276227,31,11,single,rented,no,Secretary,Karawal Nagar,Delhi,11,13
13884,0,8451273,30,7,single,rented,yes,Official,Ranchi,Jharkhand,7,10
13885,0,1526538,47,7,single,rented,no,Army officer,Malda,West Bengal,7,13
13886,0,6859087,44,8,single,rented,yes,Industrial Engineer,Gandhinagar,Gujarat,6,14
13887,0,2681565,46,11,single,rented,no,Firefighter,Akola,Maharashtra,11,14
13888,1,6875625,77,7,married,rented,no,Surveyor,Parbhani,Maharashtra,7,11
13889,0,5497197,76,16,single,rented,yes,Analyst,Imphal,Manipur,13,12
13890,0,4660286,60,6,single,rented,no,Civil servant,Allahabad,Uttar Pradesh[5],6,11
13891,0,2893051,66,2,single,owned,no,Architect,Raiganj,West Bengal,2,13
13892,0,9844159,55,4,single,rented,no,Police officer,Satna,Madhya Pradesh,4,14
13893,0,6006286,55,5,single,rented,yes,Computer hardware engineer,Hajipur[31],Bihar,3,13
13894,0,8440210,79,18,single,rented,no,Politician,Meerut,Uttar Pradesh,5,10
13895,0,2724690,56,1,single,rented,yes,Civil servant,"Khora, Ghaziabad",Uttar Pradesh,1,12
13896,0,4915233,76,5,single,rented,no,Designer,South Dumdum,West Bengal,3,11
13897,0,6682611,67,16,single,owned,yes,Design Engineer,Mira-Bhayandar,Maharashtra,12,10
13898,0,3310900,62,3,single,rented,yes,Dentist,Jaipur,Rajasthan,3,11
13899,0,9501056,66,3,single,rented,no,Police officer,Jalna,Maharashtra,3,12
13900,0,6104309,30,3,single,rented,no,Librarian,Morbi,Gujarat,3,12
13901,0,1424842,28,3,single,rented,yes,Scientist,Guntakal,Andhra Pradesh,3,11
13902,0,4709710,50,1,single,rented,yes,Dentist,Jorhat,Assam,1,13
13903,0,9885445,59,12,single,rented,no,Petroleum Engineer,Agra,Uttar Pradesh,8,12
13904,0,6249961,71,16,single,rented,yes,Statistician,Tezpur,Assam,10,11
13905,1,5522159,22,6,single,rented,no,Computer hardware engineer,Anantapur,Andhra Pradesh,6,12
13906,0,6840553,21,4,single,rented,no,Designer,Nagaon,Assam,4,14
13907,0,5690368,26,18,single,rented,no,Biomedical Engineer,Bidhannagar,West Bengal,11,14
13908,0,74087,69,15,single,rented,yes,Artist,Malda,West Bengal,8,14
13909,0,5792170,41,4,single,rented,no,Magistrate,Machilipatnam,Andhra Pradesh,4,11
13910,0,5732813,54,2,single,rented,yes,Geologist,Karnal,Haryana,2,13
13911,0,7153397,49,18,single,rented,no,Industrial Engineer,Satara,Maharashtra,14,10
13912,0,9936818,79,6,single,rented,no,Police officer,Farrukhabad,Uttar Pradesh,6,13
13913,0,4371590,66,19,single,rented,yes,Flight attendant,Bhatpara,West Bengal,3,12
13914,0,2709078,60,4,single,rented,no,Computer hardware engineer,Kozhikode,Kerala,4,12
13915,0,5647627,46,2,single,rented,no,Physician,Salem,Tamil Nadu,2,11
13916,0,7071857,24,10,married,rented,no,Dentist,Bhilai,Chhattisgarh,3,13
13917,1,6982803,38,17,single,rented,no,Consultant,Bathinda,Punjab,5,11
13918,0,8223977,51,6,single,rented,no,Firefighter,Bareilly,Uttar Pradesh,3,14
13919,1,53997,55,3,single,rented,yes,Computer operator,Shahjahanpur,Uttar Pradesh,3,11
13920,0,7061414,23,7,single,rented,no,Physician,Ambala,Haryana,7,10
13921,0,4609641,26,17,single,rented,no,Comedian,Satna,Madhya Pradesh,9,10
13922,1,4960308,76,7,single,rented,no,Technical writer,Hosur,Tamil Nadu,6,14
13923,0,4850136,35,17,single,rented,yes,Army officer,Barasat,West Bengal,7,14
13924,0,1066119,69,16,single,rented,yes,Technician,Gorakhpur,Uttar Pradesh,12,11
13925,0,9218490,63,12,single,rented,yes,Designer,Udupi,Karnataka,10,13
